,Conf,MP_C,PTS_C,TRB_C,AST_C,FG%_C,3P%_C,Player Name,SOS,School,FT%_C,Pk,Tm,Yrs,DRAFT_YEAR,MP.1,PTS.1,TRB.1,AST.1,FG%,3P%,Player,FT%
131,CUSA,32.1,21.5,6.3,4.4,0.501,0.318,Dwyane Wade,7.28,Marquette,0.779,5,MIA,16.0,2003,34.4,22.4,4.7,5.5,0.48200000000000004,0.289,Dwyane Wade,0.7659999999999999
132,MAC,34.0,22.4,12.0,1.2,0.622,,Chris Kaman,1.79,Central Michigan,0.7490000000000001,6,LAC,13.0,2003,26.7,11.2,7.6,1.3,0.489,0.042,Chris Kaman,0.743
133,Big 12,33.5,17.3,3.8,3.5,0.475,0.406,Kirk Hinrich,10.53,Kansas,0.7040000000000001,7,CHI,13.0,2003,30.7,10.9,2.9,4.8,0.41100000000000003,0.375,Kirk Hinrich,0.8
134,Big 12,33.6,15.0,3.9,7.7,0.401,0.265,T.J. Ford,9.27,Texas,0.82,8,MIL,8.0,2003,27.7,11.2,3.1,5.8,0.433,0.289,T.J. Ford,0.815
135,Big East,32.4,22.8,10.4,1.9,0.547,0.0,Mike Sweetney,6.27,Georgetown,0.738,9,NYK,4.0,2003,15.5,6.5,4.5,0.6,0.485,0.0,Mike Sweetney,0.6890000000000001
136,SEC,32.3,18.3,4.4,2.0,0.503,0.425,Jarvis Hayes,11.3,Georgia,0.784,10,WAS,7.0,2003,23.2,8.3,3.1,1.1,0.415,0.35600000000000004,Jarvis Hayes,0.7979999999999999
137,Big 12,32.4,18.5,10.0,2.2,0.5539999999999999,0.342,Nick Collison,10.53,Kansas,0.635,12,SEA,14.0,2003,20.4,5.9,5.2,1.0,0.534,0.20800000000000002,Nick Collison,0.723
138,MWC,36.1,20.3,3.3,5.5,0.514,0.336,Marcus Banks,4.67,UNLV,0.757,13,MEM,8.0,2003,16.0,5.9,1.5,2.1,0.43200000000000005,0.327,Marcus Banks,0.768
139,Pac-10,35.4,19.7,3.4,6.6,0.43200000000000005,0.382,Luke Ridnour,6.11,Oregon,0.88,14,SEA,12.0,2003,26.1,9.3,2.3,4.5,0.431,0.349,Luke Ridnour,0.862
140,CUSA,32.2,17.9,2.9,5.0,0.462,0.391,Reece Gaines,6.84,Louisville,0.736,15,ORL,3.0,2003,8.5,1.7,0.7,0.7,0.324,0.26899999999999996,Reece Gaines,0.606
141,Big East,38.6,25.2,4.6,3.7,0.441,0.402,Troy Bell,7.23,Boston College,0.847,16,BOS,1.0,2003,5.7,1.8,0.7,0.7,0.222,0.0,Troy Bell,1.0
142,A-10,36.5,20.1,11.8,3.2,0.513,0.34600000000000003,David West,4.61,Xavier,0.816,18,NOH,15.0,2003,28.2,13.6,6.4,2.2,0.495,0.265,David West,0.8170000000000001
143,ACC,30.7,17.7,5.5,0.9,0.47,0.39799999999999996,Dahntay Jones,8.38,Duke,0.7490000000000001,20,BOS,13.0,2003,15.7,5.4,1.7,0.8,0.439,0.32899999999999996,Dahntay Jones,0.7509999999999999
144,Big Ten,31.3,20.0,7.6,2.0,0.479,0.303,Brian Cook,6.76,Illinois,0.82,24,LAL,9.0,2003,13.4,5.5,2.6,0.6,0.439,0.382,Brian Cook,0.7829999999999999
145,ACC,32.3,19.5,8.3,1.9,0.47700000000000004,0.373,Josh Howard,6.96,Wake Forest,0.833,29,DAL,10.0,2003,30.3,14.3,5.7,1.6,0.44799999999999995,0.332,Josh Howard,0.77
146,Pac-10,33.4,16.8,5.2,2.0,0.457,0.39799999999999996,Jason Kapono,9.74,UCLA,0.88,31,CLE,9.0,2003,17.8,6.7,1.7,0.8,0.442,0.434,Jason Kapono,0.835
147,Pac-10,27.6,10.8,5.6,5.1,0.42,0.384,Luke Walton,8.95,Arizona,0.6779999999999999,32,LAL,10.0,2003,17.2,4.7,2.8,2.3,0.429,0.326,Luke Walton,0.715
148,SEC,32.9,15.5,7.7,1.2,0.534,0.41700000000000004,Mario Austin,8.0,Mississippi State,0.664,36,CHI,,2003,,,,,,,Mario Austin,
149,MWC,32.0,16.8,4.8,2.4,0.441,0.34,Travis Hansen,5.29,BYU,0.799,37,ATL,1.0,2003,12.4,3.0,1.7,0.5,0.354,0.3,Travis Hansen,0.815
150,ACC,32.5,11.6,3.7,7.1,0.415,0.41600000000000004,Steve Blake,7.56,Maryland,0.8190000000000001,38,WAS,13.0,2003,23.9,6.5,2.1,4.0,0.401,0.38299999999999995,Steve Blake,0.779
151,SEC,33.0,8.9,4.2,5.5,0.47600000000000003,0.28800000000000003,Derrick Zimmerman,8.0,Mississippi State,0.649,40,GSW,1.0,2003,16.0,2.0,2.0,3.5,0.667,,Derrick Zimmerman,
152,Horizon,34.0,22.6,4.9,2.5,0.49,0.374,Willie Green,-0.1,Detroit,0.805,41,SEA,12.0,2003,20.2,8.3,1.8,1.4,0.425,0.34600000000000003,Willie Green,0.765
153,SEC,29.7,15.7,3.8,2.7,0.456,0.38299999999999995,Keith Bogans,9.33,Kentucky,0.738,43,MIL,11.0,2003,21.6,6.3,2.7,1.3,0.39399999999999996,0.353,Keith Bogans,0.716
154,SEC,31.4,15.2,6.1,1.5,0.51,0.474,Matt Bonner,7.76,Florida,0.733,45,CHI,12.0,2003,16.9,5.8,3.0,0.7,0.46399999999999997,0.414,Matt Bonner,0.78
155,SEC,35.8,16.4,3.9,3.9,0.431,0.317,Mo Williams,9.4,Alabama,0.838,47,UTA,13.0,2003,29.2,13.2,2.8,4.9,0.434,0.37799999999999995,Mo Williams,0.871
156,Big East,34.2,16.9,6.0,1.8,0.447,0.4,James Jones,4.91,Miami (FL),0.831,49,IND,14.0,2003,15.7,5.2,1.8,0.5,0.401,0.401,James Jones,0.84
157,MVC,31.8,17.8,6.4,3.1,0.46799999999999997,0.48,Kyle Korver,1.03,Creighton,0.9079999999999999,51,NJN,16.0,2003,26.0,9.9,3.0,1.8,0.444,0.431,Kyle Korver,0.88
158,Pac-10,29.1,11.2,6.2,2.7,0.493,0.278,Tommy Smith,9.27,Arizona State,0.574,53,CHI,,2003,,,,,,,Tommy Smith,
159,Big Ten,30.8,15.6,6.2,1.2,0.442,0.353,Rick Rickert,6.72,Minnesota,0.682,55,MIN,,2003,,,,,,,Rick Rickert,
160,MAC,38.2,21.5,12.6,2.6,0.523,0.297,Brandon Hunter,2.41,Ohio,0.594,56,BOS,2.0,2003,9.4,3.3,2.8,0.3,0.47600000000000003,0.0,Brandon Hunter,0.488
161,Big East,32.4,17.6,11.5,1.0,0.599,,Emeka Okafor,7.77,UConn,0.518,2,CHA,10.0,2004,30.9,12.0,9.7,0.8,0.512,0.0,Emeka Okafor,0.586
162,Big East,34.5,18.5,4.7,4.5,0.434,0.433,Ben Gordon,7.77,UConn,0.8290000000000001,3,CHI,11.0,2004,27.4,14.9,2.5,2.5,0.43200000000000005,0.401,Ben Gordon,0.857
163,Big Ten,36.3,19.5,4.3,4.4,0.45899999999999996,0.373,Devin Harris,7.49,Wisconsin,0.792,5,WAS,15.0,2004,24.9,11.1,2.2,4.1,0.434,0.326,Devin Harris,0.797
164,Pac-10,29.8,15.7,7.5,2.7,0.488,0.395,Josh Childress,4.34,Stanford,0.821,6,ATL,8.0,2004,26.7,9.1,4.7,1.6,0.522,0.32899999999999996,Josh Childress,0.779
165,ACC,31.1,15.1,6.9,1.8,0.47600000000000003,0.36,Luol Deng,10.86,Duke,0.71,7,PHO,15.0,2004,34.7,15.0,6.1,2.3,0.455,0.332,Luol Deng,0.77
166,MWC,29.8,18.4,10.1,1.2,0.573,0.267,Rafael Araujo,6.3,BYU,0.722,8,TOR,3.0,2004,11.4,2.8,2.8,0.3,0.405,0.25,Rafael Araujo,0.679
167,Pac-10,32.1,12.9,8.4,4.9,0.45,0.315,Andre Iguodala,6.63,Arizona,0.7879999999999999,9,PHI,15.0,2004,33.9,12.4,5.1,4.4,0.46399999999999997,0.33299999999999996,Andre Iguodala,0.7120000000000001
168,Pac-10,34.6,21.2,7.2,4.5,0.488,0.44,Luke Jackson,6.91,Oregon,0.862,10,CLE,4.0,2004,9.9,3.5,1.2,0.8,0.35700000000000004,0.36,Luke Jackson,0.732
169,Big Ten,34.1,21.7,10.1,0.7,0.444,0.34,Kris Humphries,5.36,Minnesota,0.742,14,UTA,13.0,2004,17.8,6.7,5.4,0.7,0.46299999999999997,0.293,Kris Humphries,0.7
170,WAC,31.7,18.8,5.7,3.4,0.431,0.348,Kirk Snyder,5.82,Nevada,0.731,16,UTA,4.0,2004,16.8,6.3,2.3,1.1,0.43799999999999994,0.327,Kirk Snyder,0.6990000000000001
171,A-10,33.9,20.6,4.7,5.3,0.475,0.39,Jameer Nelson,4.97,St. Joseph's,0.792,20,DEN,14.0,2004,27.9,11.3,3.0,5.1,0.436,0.368,Jameer Nelson,0.81
172,A-10,33.5,18.9,5.4,4.7,0.51,0.41200000000000003,Delonte West,4.97,St. Joseph's,0.892,24,BOS,8.0,2004,27.4,9.7,2.9,3.6,0.44799999999999995,0.37200000000000005,Delonte West,0.826
173,Big 12,31.6,16.0,5.5,3.1,0.504,0.297,Tony Allen,7.23,Oklahoma State,0.675,25,BOS,14.0,2004,22.0,8.1,3.5,1.3,0.475,0.282,Tony Allen,0.7090000000000001
174,Southern,31.2,24.9,4.8,1.7,0.474,0.336,Kevin Martin,-3.84,Western Carolina,0.8170000000000001,26,SAC,12.0,2004,30.2,17.4,3.2,1.9,0.43700000000000006,0.384,Kevin Martin,0.87
175,Big 12,31.6,17.1,8.8,0.9,0.631,0.0,David Harrison,7.18,Colorado,0.539,29,IND,4.0,2004,14.2,5.0,2.9,0.2,0.53,,David Harrison,0.525
176,Big 12,30.7,13.9,9.6,2.3,0.564,0.14300000000000002,Jackson Vroman,8.06,Iowa State,0.507,31,CHI,2.0,2004,12.8,3.3,3.0,0.6,0.408,0.0,Jackson Vroman,0.58
177,A-10,34.9,16.6,3.3,3.2,0.449,0.409,Lionel Chalmers,5.84,Xavier,0.7090000000000001,33,LAC,1.0,2004,12.0,3.1,0.9,1.4,0.336,0.245,Lionel Chalmers,0.625
178,Big 12,37.0,20.6,6.6,1.8,0.526,0.35600000000000004,Andre Emmett,8.21,Texas Tech,0.73,35,SEA,2.0,2004,5.2,1.4,0.6,0.1,0.462,0.0,Andre Emmett,0.615
179,CUSA,34.3,16.0,3.2,5.5,0.474,0.413,Antonio Burks,5.96,Memphis,0.632,36,ORL,2.0,2004,9.7,2.3,0.6,1.3,0.387,0.235,Antonio Burks,0.5710000000000001
180,Big 12,29.7,9.4,4.0,4.3,0.44799999999999995,0.387,Royal Ivey,8.4,Texas,0.626,37,ATL,10.0,2004,12.5,3.3,1.1,1.0,0.406,0.361,Royal Ivey,0.706
181,ACC,35.4,10.0,4.1,6.1,0.44799999999999995,0.302,Chris Duhon,10.86,Duke,0.722,38,CHI,9.0,2004,25.6,6.5,2.3,4.4,0.39299999999999996,0.363,Chris Duhon,0.784
182,SEC,33.5,18.5,7.5,1.5,0.46399999999999997,0.237,Justin Reed,6.36,Ole Miss,0.731,40,BOS,3.0,2004,10.6,3.5,1.4,0.5,0.40399999999999997,0.0,Justin Reed,0.752
183,Pac-10,31.6,11.6,6.5,2.1,0.426,0.237,Trevor Ariza,6.82,UCLA,0.504,43,NYK,15.0,2004,29.6,10.5,4.8,2.1,0.424,0.353,Trevor Ariza,0.725
184,ACC,29.8,16.5,4.5,2.1,0.434,0.40700000000000003,Tim Pickett,8.3,Florida State,0.759,44,NOH,,2004,,,,,,,Tim Pickett,
185,Big Ten,32.2,12.1,5.7,3.8,0.43200000000000005,0.25,Bernard Robinson,6.16,Michigan,0.77,45,CHA,3.0,2004,14.9,4.5,2.5,1.0,0.41700000000000004,0.161,Bernard Robinson,0.7859999999999999
186,Big West,32.2,17.3,9.7,0.9,0.494,0.33299999999999996,Pape Sow,-0.81,Cal State Fullerton,0.675,47,MIA,3.0,2004,11.6,2.9,2.8,0.2,0.41600000000000004,,Pape Sow,0.6779999999999999
187,OVC,34.3,21.8,7.3,5.1,0.451,0.326,Ricky Minard,-2.9,Morehead State,0.7759999999999999,48,SAC,,2004,,,,,,,Ricky Minard,
188,SEC,29.5,10.2,4.8,4.0,0.46799999999999997,0.39299999999999996,Christian Drejer,9.19,Florida,0.75,51,NJN,,2004,,,,,,,Christian Drejer,
189,A-10,36.9,16.3,8.0,2.3,0.40399999999999997,0.349,Romain Sato,5.84,Xavier,0.8290000000000001,52,SAS,,2004,,,,,,,Romain Sato,
190,SEC,29.8,18.4,5.4,0.9,0.415,0.35600000000000004,Matt Freije,7.58,Vanderbilt,0.7879999999999999,53,MIA,2.0,2004,14.0,3.2,2.0,0.6,0.293,0.22399999999999998,Matt Freije,0.7140000000000001
191,Big 12,35.0,15.1,4.3,2.8,0.397,0.342,Rickey Paulding,9.04,Missouri,0.787,54,DET,,2004,,,,,,,Rickey Paulding,
192,MAAC,36.2,24.0,3.9,1.6,0.442,0.374,Luis Flores,-1.25,Manhattan,0.863,55,HOU,1.0,2004,4.8,2.2,0.2,0.7,0.483,0.5,Luis Flores,1.0
193,Big East,29.7,7.8,5.9,2.2,0.446,,Marcus Douthit,8.21,Providence,0.768,56,LAL,,2004,,,,,,,Marcus Douthit,
194,WCC,33.1,14.6,4.6,6.7,0.431,0.376,Blake Stepp,3.32,Gonzaga,0.83,58,MIN,,2004,,,,,,,Blake Stepp,
195,SEC,37.1,14.4,2.9,3.0,0.424,0.396,Rashad Wright,8.16,Georgia,0.6829999999999999,59,IND,,2004,,,,,,,Rashad Wright,
196,MWC,35.0,20.4,12.2,2.3,0.62,0.36,Andrew Bogut,4.54,Utah,0.6920000000000001,1,MIL,13.0,2005,28.4,9.8,8.7,2.2,0.535,0.12,Andrew Bogut,0.556
197,ACC,22.2,11.3,6.6,0.7,0.506,0.43200000000000005,Marvin Williams,10.66,UNC,0.847,2,ATL,14.0,2005,28.6,10.5,5.3,1.3,0.444,0.359,Marvin Williams,0.8059999999999999
198,Big Ten,33.7,12.5,3.6,6.8,0.433,0.364,Deron Williams,8.47,Illinois,0.677,3,UTA,12.0,2005,34.2,16.3,3.1,8.1,0.445,0.35700000000000004,Deron Williams,0.8220000000000001
199,ACC,33.4,15.3,4.5,6.6,0.451,0.474,Chris Paul,10.27,Wake Forest,0.8340000000000001,4,NOH,14.0,2005,35.3,18.7,4.5,9.7,0.47200000000000003,0.37200000000000005,Chris Paul,0.867
200,ACC,31.7,12.9,4.3,6.9,0.455,0.44,Raymond Felton,10.66,UNC,0.701,5,CHA,14.0,2005,30.1,11.3,3.0,5.3,0.41200000000000003,0.327,Raymond Felton,0.789
201,Big East,25.7,13.6,8.3,1.3,0.521,0.5,Charlie Villanueva,7.62,UConn,0.688,7,TOR,11.0,2005,20.7,10.4,4.6,0.8,0.435,0.341,Charlie Villanueva,0.772
202,Pac-10,31.0,15.8,7.6,1.9,0.5539999999999999,0.17600000000000002,Channing Frye,8.03,Arizona,0.83,8,NYK,13.0,2005,22.7,8.9,4.6,1.0,0.442,0.38799999999999996,Channing Frye,0.823
203,Pac-10,36.4,22.6,9.8,1.3,0.575,0.4,Ike Diogu,5.36,Arizona State,0.797,9,GSW,6.0,2005,12.4,6.0,3.1,0.3,0.509,0.5,Ike Diogu,0.7859999999999999
204,ACC,26.8,17.5,10.7,1.7,0.5670000000000001,0.0,Sean May,10.66,UNC,0.758,13,CHA,4.0,2005,15.7,6.9,4.0,1.0,0.45799999999999996,0.231,Sean May,0.746
205,ACC,25.9,16.0,3.0,2.7,0.489,0.423,Rashad McCants,10.66,UNC,0.722,14,MIN,4.0,2005,20.2,10.0,2.0,1.3,0.431,0.368,Rashad McCants,0.741
206,Big 12,33.9,17.8,6.0,2.2,0.501,0.447,Antoine Wright,5.19,Texas A&M,0.691,15,NJN,6.0,2005,19.2,5.4,2.3,1.0,0.41200000000000003,0.304,Antoine Wright,0.674
207,Big 12,30.6,17.7,6.2,2.0,0.529,0.473,Joey Graham,9.68,Oklahoma State,0.887,16,TOR,6.0,2005,16.2,5.9,2.8,0.5,0.483,0.3,Joey Graham,0.815
208,MWC,30.0,18.8,8.9,2.4,0.524,0.433,Danny Granger,1.5,New Mexico,0.755,17,IND,10.0,2005,31.5,16.8,4.9,1.9,0.434,0.38,Danny Granger,0.848
209,Big East,37.5,21.4,8.6,1.5,0.5479999999999999,0.29,Hakim Warrick,6.83,Syracuse,0.6809999999999999,19,MEM,8.0,2005,20.2,9.4,4.0,0.8,0.49,0.191,Hakim Warrick,0.726
210,ACC,34.6,17.0,6.6,4.8,0.493,0.255,Julius Hodge,9.16,NC State,0.6679999999999999,20,DEN,2.0,2005,4.3,1.2,0.7,0.8,0.44,,Julius Hodge,0.5
211,Pac-10,31.5,16.4,3.9,4.3,0.46299999999999997,0.385,Nate Robinson,7.66,Washington,0.782,21,PHO,11.0,2005,22.5,11.0,2.3,3.0,0.423,0.36,Nate Robinson,0.7959999999999999
212,ACC,34.1,15.5,4.8,4.5,0.514,0.442,Jarrett Jack,9.78,Georgia Tech,0.866,22,DEN,13.0,2005,27.8,10.8,2.9,4.6,0.44,0.34299999999999997,Jarrett Jack,0.855
213,CUSA,31.9,15.7,4.2,3.9,0.43700000000000006,0.366,Francisco Garcia,6.18,Louisville,0.877,23,SAC,10.0,2005,21.6,7.9,2.6,1.4,0.42700000000000005,0.35700000000000004,Francisco Garcia,0.799
214,Big Ten,33.3,15.9,4.0,3.8,0.46299999999999997,0.41,Luther Head,8.47,Illinois,0.7879999999999999,24,HOU,6.0,2005,22.4,8.2,2.4,2.1,0.423,0.38799999999999996,Luther Head,0.773
215,CUSA,31.4,15.3,7.7,0.8,0.5429999999999999,0.4,Jason Maxiell,6.74,Cincinnati,0.645,26,DET,10.0,2005,18.4,5.6,4.2,0.4,0.495,0.0,Jason Maxiell,0.564
216,Big 12,31.5,16.1,7.6,1.6,0.40299999999999997,0.27399999999999997,Linas Kleiza,9.24,Missouri,0.732,27,POR,7.0,2005,20.0,8.7,3.6,0.8,0.435,0.335,Linas Kleiza,0.763
217,Big 12,34.3,20.3,11.0,1.4,0.552,0.28600000000000003,Wayne Simien,10.85,Kansas,0.816,29,MIA,2.0,2005,9.9,3.3,1.9,0.2,0.469,,Wayne Simien,0.8540000000000001
218,SEC,28.0,13.6,9.0,2.2,0.525,0.0,David Lee,7.12,Florida,0.7140000000000001,30,NYK,12.0,2005,29.3,13.5,8.8,2.2,0.535,0.034,David Lee,0.772
219,Pac-10,31.3,18.4,2.3,2.2,0.504,0.504,Salim Stoudamire,8.03,Arizona,0.91,31,ATL,3.0,2005,17.0,8.0,1.4,1.0,0.40700000000000003,0.366,Salim Stoudamire,0.882
220,ACC,34.5,15.3,3.2,4.0,0.42700000000000005,0.34700000000000003,Daniel Ewing,10.04,Duke,0.6920000000000001,32,LAC,2.0,2005,13.3,3.4,1.2,1.4,0.389,0.295,Daniel Ewing,0.78
221,SEC,33.6,17.3,9.1,0.8,0.5670000000000001,0.462,Brandon Bass,7.77,LSU,0.777,33,NOH,12.0,2005,21.6,8.7,4.5,0.8,0.499,0.207,Brandon Bass,0.8320000000000001
222,WCC,31.2,15.9,9.5,1.5,0.508,0.28600000000000003,Ronny Turiaf,4.37,Gonzaga,0.6829999999999999,37,LAL,10.0,2005,17.0,4.7,3.7,1.3,0.5329999999999999,0.0,Ronny Turiaf,0.636
223,CUSA,34.0,19.7,3.9,7.0,0.42,0.405,Travis Diener,4.73,Marquette,0.838,38,ORL,5.0,2005,14.9,4.8,1.4,2.4,0.38799999999999996,0.353,Travis Diener,0.847
224,ACC,26.1,12.5,2.5,1.7,0.43700000000000006,0.396,Von Wafer,8.99,Florida State,0.721,39,LAL,6.0,2005,12.4,5.3,1.2,0.7,0.42,0.325,Von Wafer,0.7509999999999999
225,Big East,26.5,13.3,7.5,0.8,0.58,,Chris Taft,5.73,Pitt,0.586,42,GSW,1.0,2005,8.5,2.8,2.1,0.1,0.605,,Chris Taft,0.16699999999999998
226,Big Ten,35.3,18.3,4.8,2.7,0.413,0.32899999999999996,Bracey Wright,10.01,Indiana,0.7829999999999999,47,MIN,2.0,2005,12.5,5.0,1.5,0.8,0.405,0.324,Bracey Wright,0.794
227,Big East,37.5,21.6,8.2,3.2,0.496,0.38,Ryan Gomes,8.87,Providence,0.77,50,BOS,8.0,2005,27.6,10.1,4.6,1.5,0.445,0.349,Ryan Gomes,0.799
228,CUSA,13.0,5.8,2.5,0.6,0.348,0.0,Robert Whaley,6.28,Cincinnati,0.66,51,UTA,1.0,2005,9.2,2.1,1.9,0.7,0.40399999999999997,,Robert Whaley,0.5
229,Sun Belt,32.3,11.7,4.7,4.1,0.38799999999999996,0.321,Orien Greene,1.91,Louisiana,0.7559999999999999,53,BOS,4.0,2005,11.9,2.5,1.5,1.2,0.387,0.212,Orien Greene,0.642
230,Pac-10,34.6,18.4,7.9,2.3,0.474,0.374,Dijon Thompson,7.09,UCLA,0.787,54,NYK,2.0,2005,5.8,2.8,1.2,0.2,0.425,0.308,Dijon Thompson,0.875
231,SEC,32.0,16.9,11.0,1.9,0.44799999999999995,0.293,Lawrence Roberts,6.05,Mississippi State,0.653,55,SEA,2.0,2005,13.2,3.8,3.6,0.4,0.452,0.0,Lawrence Roberts,0.688
232,WCC,37.2,16.6,6.5,3.7,0.45,0.431,Alex Acker,1.51,Pepperdine,0.858,60,DET,2.0,2005,7.8,2.7,1.0,0.5,0.37,0.32,Alex Acker,0.5
233,Big 12,33.7,15.0,9.2,0.5,0.569,,LaMarcus Aldridge,6.99,Texas,0.6459999999999999,2,CHI,13.0,2006,34.6,19.4,8.4,1.9,0.48700000000000004,0.282,LaMarcus Aldridge,0.8059999999999999
234,WCC,36.5,28.1,5.5,1.7,0.496,0.428,Adam Morrison,5.02,Gonzaga,0.772,3,CHA,3.0,2006,20.4,7.5,2.1,1.4,0.373,0.331,Adam Morrison,0.71
235,SEC,25.9,12.3,9.2,1.3,0.608,1.0,Tyrus Thomas,8.77,LSU,0.657,4,POR,8.0,2006,19.7,7.7,4.8,0.9,0.43799999999999994,0.235,Tyrus Thomas,0.732
236,ACC,33.3,18.8,10.7,1.1,0.578,0.33299999999999996,Shelden Williams,8.77,Duke,0.7440000000000001,5,ATL,6.0,2006,15.5,4.5,4.3,0.5,0.462,0.222,Shelden Williams,0.74
237,Pac-10,31.7,20.2,5.6,4.1,0.508,0.402,Brandon Roy,5.96,Washington,0.81,6,MIN,6.0,2006,35.5,18.8,4.3,4.7,0.45899999999999996,0.348,Brandon Roy,0.8
238,Big East,34.7,20.5,5.8,3.0,0.41100000000000003,0.35,Randy Foye,9.23,Villanova,0.7909999999999999,7,BOS,11.0,2006,25.6,10.3,2.2,2.8,0.401,0.366,Randy Foye,0.852
239,Big East,30.8,15.2,6.4,2.1,0.461,0.318,Rudy Gay,6.57,UConn,0.732,8,HOU,13.0,2006,34.5,17.9,5.9,2.2,0.45399999999999996,0.345,Rudy Gay,0.795
240,MVC,25.7,13.4,8.3,0.8,0.552,,Patrick O'Bryant,5.38,Bradley,0.6759999999999999,9,GSW,4.0,2006,5.8,2.1,1.4,0.3,0.494,0.0,Patrick O'Bryant,0.583
241,ACC,37.1,26.8,2.0,2.6,0.47,0.42100000000000004,J.J. Redick,8.77,Duke,0.863,11,ORL,13.0,2006,25.5,12.5,2.0,2.0,0.44799999999999995,0.413,J.J. Redick,0.8909999999999999
242,Big East,27.7,9.7,6.6,0.7,0.608,0.5,Hilton Armstrong,6.57,UConn,0.6920000000000001,12,NOK,6.0,2006,11.6,3.0,2.6,0.3,0.501,0.28600000000000003,Hilton Armstrong,0.5820000000000001
243,SEC,34.8,18.4,4.8,3.3,0.441,0.33799999999999997,Ronnie Brewer,6.17,Arkansas,0.75,14,UTA,8.0,2006,23.0,7.8,2.8,1.6,0.49,0.254,Ronnie Brewer,0.675
244,ACC,27.5,11.8,6.3,1.7,0.5870000000000001,1.0,Cedric Simmons,5.63,NC State,0.6779999999999999,15,NOK,3.0,2006,9.4,2.2,1.9,0.2,0.409,,Cedric Simmons,0.39
245,CUSA,27.8,17.2,4.3,1.3,0.436,0.391,Rodney Carney,4.24,Memphis,0.7120000000000001,16,CHI,5.0,2006,15.4,5.9,2.0,0.4,0.42200000000000004,0.33799999999999997,Rodney Carney,0.7040000000000001
246,CUSA,27.8,13.2,6.2,1.9,0.41600000000000004,0.312,Shawne Williams,4.24,Memphis,0.7859999999999999,17,IND,7.0,2006,17.1,5.6,3.0,0.7,0.40299999999999997,0.33899999999999997,Shawne Williams,0.755
247,Big East,36.7,25.4,4.3,3.1,0.462,0.401,Quincy Douby,5.16,Rutgers,0.847,19,SAC,3.0,2006,10.7,4.1,1.1,0.7,0.389,0.312,Quincy Douby,0.884
248,SEC,25.7,9.6,6.3,1.9,0.608,0.308,Renaldo Balkman,8.14,South Carolina,0.5379999999999999,20,NYK,6.0,2006,13.9,4.0,3.5,0.6,0.51,0.172,Renaldo Balkman,0.542
249,SEC,31.0,11.2,6.1,4.9,0.48200000000000004,0.273,Rajon Rondo,8.88,Kentucky,0.5710000000000001,21,PHO,13.0,2006,31.7,10.4,4.8,8.5,0.46299999999999997,0.311,Rajon Rondo,0.604
250,Big East,33.3,12.3,3.9,8.6,0.40700000000000003,0.4,Marcus Williams,6.57,UConn,0.862,22,NJN,4.0,2006,15.2,5.6,1.8,2.8,0.386,0.321,Marcus Williams,0.767
251,Big East,33.3,12.3,3.9,8.6,0.40700000000000003,0.4,Marcus Williams,6.57,UConn,0.862,33,SAS,2.0,2007,3.0,1.1,0.9,0.2,0.318,,Marcus Williams,
252,Big East,33.3,12.3,3.9,8.6,0.40700000000000003,0.4,Marcus Williams,6.57,UConn,0.862,22,NJN,4.0,2006,15.2,5.6,1.8,2.8,0.386,0.321,Marcus Williams,0.767
253,Big East,33.3,12.3,3.9,8.6,0.40700000000000003,0.4,Marcus Williams,6.57,UConn,0.862,33,SAS,2.0,2007,3.0,1.1,0.9,0.2,0.318,,Marcus Williams,
254,Big East,27.1,10.3,7.0,0.6,0.564,,Josh Boone,6.57,UConn,0.547,23,NJN,4.0,2006,17.5,5.2,4.9,0.5,0.544,,Josh Boone,0.445
255,Big East,29.3,11.0,4.3,3.7,0.466,0.444,Kyle Lowry,9.23,Villanova,0.7859999999999999,24,MEM,13.0,2006,31.1,14.5,4.2,6.0,0.426,0.369,Kyle Lowry,0.804
256,Big Ten,35.2,17.2,4.4,2.7,0.467,0.39,Shannon Brown,7.27,Michigan State,0.83,25,CLE,9.0,2006,18.0,7.6,1.9,1.1,0.42,0.332,Shannon Brown,0.807
257,Pac-10,30.4,13.5,2.6,5.1,0.41,0.33299999999999996,Jordan Farmar,8.27,UCLA,0.7170000000000001,26,LAL,10.0,2006,19.5,7.7,1.9,2.9,0.423,0.374,Jordan Farmar,0.7390000000000001
258,Big Ten,34.4,19.3,4.1,2.5,0.457,0.376,Maurice Ager,7.27,Michigan State,0.7609999999999999,28,DAL,4.0,2006,6.2,2.1,0.6,0.2,0.33899999999999997,0.25,Maurice Ager,0.5660000000000001
259,A-10,37.9,16.8,4.7,4.0,0.43200000000000005,0.307,Mardy Collins,5.19,Temple,0.596,29,NYK,4.0,2006,14.7,3.9,1.8,1.7,0.38,0.299,Mardy Collins,0.599
260,Big East,33.5,16.3,5.1,2.0,0.488,0.374,James White,8.41,Cincinnati,0.838,31,POR,3.0,2006,8.7,2.7,1.0,0.5,0.43799999999999994,0.34,James White,0.6759999999999999
261,Big East,33.8,17.5,5.9,1.3,0.47700000000000004,0.467,Steve Novak,8.16,Marquette,0.9740000000000001,32,HOU,11.0,2006,12.1,4.7,1.3,0.3,0.43700000000000006,0.43,Steve Novak,0.877
